logging_scheme,logging_seed,method,pehe,mae,ate,true_ate,ate_error,helpful_auroc,helpful_average_precision,harmful_auroc,sign_accuracy
uncertainty_selective,211,ipw_learner,0.9053384099539425,0.7145842619697044,0.15896438669730112,0.4100197758734344,0.2510553891761333,0.550673969759026,0.4751269882632079,0.6973038447883383,0.32282385195339275
uncertainty_selective,211,dr_learner,0.6352646738492562,0.48996542311158714,0.2763148761288697,0.4100197758734344,0.13370489974456473,0.6718368656548939,0.6069665507315348,0.7778334690808847,0.4260312944523471
uncertainty_selective,211,reversibility_proxy,0.5588789737928143,0.42198940146967384,0.5252318828610425,0.4100197758734344,0.11521210698760809,0.7092102771621736,0.6112508050302513,0.8273186725977905,0.4614352783366868
uncertainty_selective,307,paired_label_oracle,0.48751502971763566,0.3701745196734908,0.39269558088356676,0.4100197758734344,0.017324194989867647,0.7906100092574411,0.7453194576460487,0.8758745274941002,0.4935158501440922
uncertainty_selective,307,failure_risk,0.61401532758599,0.4491887404483632,0.18911234848370104,0.4100197758734344,0.22090742738973337,0.7060324150699918,0.6168101952451978,0.8936156882400852,0.586687306501548
uncertainty_selective,307,ensemble_uncertainty,0.6910911913853315,0.491390839394484,0.015100857434201038,0.4100197758734344,0.3949189184392334,0.703255182764328,0.6428695952710742,0.7711922811853894,0.7692307692307693
uncertainty_selective,307,s_learner,0.5567785670015105,0.4287120534024823,0.33508618268072016,0.4100197758734344,0.07493359319271425,0.7098739024321822,0.6154949752883757,0.7455359939853393,0.5522935779816514
uncertainty_selective,307,t_learner,0.5299792393496764,0.43811183069674847,0.3912504000457872,0.4100197758734344,0.018769375827647206,0.7047525037170028,0.6076463745064881,0.8573397656788422,0.5244913338357197
uncertainty_selective,307,ipw_learner,0.838347040785625,0.6510865532537712,0.17049585070262124,0.4100197758734344,0.23952392517081317,0.6391886063343338,0.5453932179190814,0.7783294697491803,0.35895676046671243
uncertainty_selective,307,dr_learner,0.6076953700200965,0.47363855922870934,0.3681011542026506,0.4100197758734344,0.04191862167078381,0.6720665483771425,0.5876095821527829,0.795271808366226,0.44467496542185336
uncertainty_selective,307,reversibility_proxy,0.5627024386647217,0.43127758988598575,0.5446346871697282,0.4100197758734344,0.13461491129629377,0.7083046960473532,0.6109174175257215,0.834158260760604,0.4651791751183232
uncertainty_selective,401,paired_label_oracle,0.48751502971763566,0.3701745196734908,0.39269558088356676,0.4100197758734344,0.017324194989867647,0.7906100092574411,0.7453194576460487,0.8758745274941002,0.4935158501440922
uncertainty_selective,401,failure_risk,0.61401532758599,0.4491887404483632,0.18911234848370104,0.4100197758734344,0.22090742738973337,0.7060324150699918,0.6168101952451978,0.8936156882400852,0.586687306501548
uncertainty_selective,401,ensemble_uncertainty,0.6910911913853315,0.491390839394484,0.015100857434201038,0.4100197758734344,0.3949189184392334,0.703255182764328,0.6428695952710742,0.7711922811853894,0.7692307692307693
uncertainty_selective,401,s_learner,0.545958536939015,0.42991798750235993,0.3386137007478435,0.4100197758734344,0.07140607512559088,0.7111432939658316,0.615837071029105,0.7858216903702776,0.5548617305976806
uncertainty_selective,401,t_learner,0.5142731277320122,0.43139101508894323,0.32215291586807077,0.4100197758734344,0.08786686000536365,0.7425186551462957,0.660574835348153,0.8825783681055908,0.5097755249818972
uncertainty_selective,401,ipw_learner,0.8346406855619857,0.6537094468848833,0.18230333217544312,0.4100197758734344,0.2277164436979913,0.6412899402474261,0.5308367559718216,0.7158177223649312,0.3685636856368564
uncertainty_selective,401,dr_learner,0.5689298150440392,0.4313501026383162,0.3744896971335145,0.4100197758734344,0.035530078739919924,0.7378057760821387,0.6237650490782939,0.8531629179458263,0.4670824670824671
uncertainty_selective,401,reversibility_proxy,0.5357892624817211,0.41860066249170974,0.5230639753329102,0.4100197758734344,0.11304419945947575,0.729814219990462,0.6199627331759886,0.8824635047929328,0.4535266974291364
uncertainty_selective,503,paired_label_oracle,0.48751502971763566,0.3701745196734908,0.39269558088356676,0.4100197758734344,0.017324194989867647,0.7906100092574411,0.7453194576460487,0.8758745274941002,0.4935158501440922
uncertainty_selective,503,failure_risk,0.61401532758599,0.4491887404483632,0.18911234848370104,0.4100197758734344,0.22090742738973337,0.7060324150699918,0.6168101952451978,0.8936156882400852,0.586687306501548
uncertainty_selective,503,ensemble_uncertainty,0.6910911913853315,0.491390839394484,0.015100857434201038,0.4100197758734344,0.3949189184392334,0.703255182764328,0.6428695952710742,0.7711922811853894,0.7692307692307693
uncertainty_selective,503,s_learner,0.5720486206810399,0.44532093785865257,0.2816447466857432,0.4100197758734344,0.12837502918769123,0.6994961006536314,0.5857654656674275,0.8450807175824405,0.5708542713567839
